Country Name,Country Code,Series Name,Series Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,443.3141934,451.5730011,470.9867859,546.7266145,627.7742473,714.8610135,806.7532806,1028.334771,998.522339,1101.96084,1357.563719,1458.103527,1443.879529,1449.605912,1573.881492,1605.605431
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,780.190201,748.2576157,900.1775757,1065.648539,1150.261315,1263.287321,1589.801489,1860.002763,2166.854167,2261.247224,3122.362815,3643.043936,3694.348946,3623.911582,3491.624791,3331.695128
"Iran, Islamic Rep.",IRN,GDP per capita (current US$),NY.GDP.PCAP.CD,1670.00947,1909.412278,1911.678792,2253.936132,2756.198742,3246.051029,3774.357841,4904.666252,5630.442995,5677.888522,6603.212269,7818.057232,7927.647542,6111.440608,5608.602512,4916.085938
Iraq,IRQ,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,1391.963489,1855.522004,2373.214785,3182.947982,4636.610978,3853.940935,4657.280426,6045.495551,6836.027313,7076.554608,6818.804621,4989.803075
Ireland,IRL,GDP per capita (current US$),NY.GDP.PCAP.CD,26241.36461,28227.72753,32541.0986,41106.92527,47631.01066,50878.22361,54306.42932,61359.74138,61262.10056,52105.15248,48715.17686,51848.90973,48917.89756,51590.18845,55492.98268,61995.42278
Isle of Man,IMN,GDP per capita (current US$),NY.GDP.PCAP.CD,20322.94615,21352.21605,24864.43629,29520.0323,35492.43553,37761.03605,42106.80118,54194.98641,70994.40895,65031.33187,69766.52119,77351.95888,76104.68137,80431.6728,88974.22865,81606.28003
Israel,ISR,GDP per capita (current US$),NY.GDP.PCAP.CD,21043.57493,20306.93224,18435.89476,18979.32345,19896.81774,20566.64549,21837.37849,24924.33095,29567.80388,27715.63681,30693.59308,33669.24647,32511.23785,36309.46883,37678.88977,35776.79517
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,20087.59199,20483.21599,22270.14412,27465.6753,31259.7165,32043.14037,33501.65817,37822.66524,40778.34274,37079.75867,36000.52012,38599.06221,35053.52624,35549.9747,35518.41529,30230.2263
Jamaica,JAM,GDP per capita (current US$),NY.GDP.PCAP.CD,3384.694861,3431.416469,3599.973172,3469.151565,3725.109093,4089.198442,4321.043327,4633.944386,4917.718398,4316.231053,4704.054455,5111.471413,5209.851931,4989.171391,4833.790318,4907.50372
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,38532.04088,33846.46564,32289.35054,34808.39092,37688.72234,37217.64873,35433.98896,35275.22843,39339.29757,40855.17564,44507.67639,48167.99727,48603.47665,40454.44746,38109.41211,34524.46986
Jordan,JOR,GDP per capita (current US$),NY.GDP.PCAP.CD,1674.825261,1744.463602,1827.335753,1902.589902,2073.641321,2214.017817,2548.268658,2773.740242,3398.151722,3504.00246,3690.113268,3816.279258,3877.339345,3998.027473,4072.765475,4105.448961
Kazakhstan,KAZ,GDP per capita (current US$),NY.GDP.PCAP.CD,1229.000958,1490.92709,1658.030785,2068.124118,2874.288291,3771.278957,5291.57565,6771.414797,8513.564645,7165.223175,9070.488253,11634.0019,12386.7,13890.63177,12807.26069,10510.77189
Kenya,KEN,GDP per capita (current US$),NY.GDP.PCAP.CD,397.4826588,395.3295318,389.542711,429.7878437,451.6687159,511.6164222,685.9545322,825.6665976,902.0700258,905.1317861,951.6879611,971.633329,1136.871406,1210.388014,1315.804535,1336.883349
Kiribati,KIR,GDP per capita (current US$),NY.GDP.PCAP.CD,796.8881748,735.0262947,826.9452801,1015.724172,1131.140005,1214.556667,1168.448531,1374.452153,1428.120516,1311.999002,1516.811869,1735.018358,1788.505421,1715.765331,1642.762597,1542.57525
"Korea, Dem. People’s Rep.",PRK,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,GDP per capita (current US$),NY.GDP.PCAP.CD,11947.57913,11252.90755,12782.52553,14209.38852,15907.66583,18639.52221,20888.38015,23060.70788,20430.63946,18291.9196,22086.95292,24079.78852,24358.78218,25890.01867,27811.36638,27105.07623
Kosovo,XKX,GDP per capita (current US$),NY.GDP.PCAP.CD,1087.762401,1490.361033,1413.532587,1638.104739,2086.537325,2147.464271,2237.126598,2685.986222,3254.788415,3209.71146,3283.483451,3736.700833,3600.575965,3876.970676,4054.71697,3574.24112
Kuwait,KWT,GDP per capita (current US$),NY.GDP.PCAP.CD,18440.37852,16587.17767,17846.32606,22148.37815,27011.72765,35591.00578,42781.3665,45782.27656,55494.95099,37561.67267,38577.38166,48618.88229,51978.99848,49388.20939,44062.4003,29869.52939
Kyrgyz Republic,KGZ,GDP per capita (current US$),NY.GDP.PCAP.CD,279.6195693,308.4096116,321.7270332,380.5064324,433.2349766,476.55213,543.1107024,721.7686908,966.3936272,871.2243893,880.0377751,1123.883168,1177.974735,1282.437162,1279.769783,1121.082835
Lao PDR,LAO,GDP per capita (current US$),NY.GDP.PCAP.CD,325.1869982,326.9419076,320.0615179,362.8214135,417.9285042,475.6107135,590.6327074,710.344815,900.3236718,948.6539323,1140.599205,1378.361365,1581.395403,1825.665113,1998.335215,2134.711796
Latvia,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,3351.230706,3566.171119,4125.210034,5127.593575,6343.143526,7552.873894,9663.373451,14042.46242,16376.99836,12257.21657,11344.69337,13713.85531,13847.78511,15043.11756,15740.32675,13698.93795
Lebanon,LBN,GDP per capita (current US$),NY.GDP.PCAP.CD,4491.637259,4422.387076,4579.459593,4576.390746,4627.657988,4573.536073,4632.312707,5217.471718,6134.13043,7371.100639,7756.744069,7703.389472,7985.854941,7923.851717,7712.062848,7649.832611
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,436.488352,405.6053137,382.1901735,573.6537676,753.3807868,842.8130532,904.6034022,863.7796315,884.9626748,890.9963833,1199.951766,1393.386362,1328.813074,1249.183496,1276.413,1112.081441
Liberia,LBR,GDP per capita (current US$),NY.GDP.PCAP.CD,306.8328947,306.7103554,306.473737,243.0893405,286.0649989,294.8930368,336.1156743,396.6017613,478.3999379,470.9476196,513.4456986,596.8970811,657.9362563,721.9300554,721.1827948,710.3838577
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,7142.774452,6266.490972,3703.048308,4673.143913,5800.597969,8163.010778,9336.35667,11300.19134,14382.57629,10275.26656,12064.78069,5554.179164,13025.28139,10363.78949,6466.91027,4337.919139
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,74853.93873,74267.48649,79359.80467,89851.97716,100265.9551,105414.442,114390.5997,130655.637,143255.9816,126082.4926,141200.38,158156.5998,149010.2249,173058.3174,178845.631,167290.94
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,3297.354701,3530.147337,4146.987928,5505.535669,6706.966998,7863.162009,9240.642548,12297.91535,14961.56818,11837.39103,11953.93844,14338.64351,14333.94934,15705.16399,16534.48198,14249.11497
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,48735.99549,48179.42085,52930.64115,65445.88503,75716.35108,80289.69641,89739.7117,106018.4928,114293.8433,103198.6693,104965.3061,115761.5077,106749.0136,113625.1329,118823.6484,101376.4966
"Macao SAR, China",MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,15710.08693,15552.95038,16315.36363,17808.90151,22446.33637,25043.01895,29950.77311,36352.91846,40597.55748,40796.96183,52253.15531,66644.38534,76291.84749,89287.45402,93777.1068,75340.98698
Madagascar,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,245.9390659,278.5557032,262.2859481,316.7998965,245.1235876,274.8197023,292.1507288,438.6552901,536.3514821,467.5397379,471.9592116,531.2655054,518.1528127,541.0660851,530.8612639,467.2352774
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,156.3857186,150.1489558,298.4333849,267.3990565,282.5670846,289.5551689,308.1634757,332.2591444,387.6059753,438.2120429,478.6685897,534.9512647,391.5618324,348.4302696,371.2697496,380.5970331
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,4043.662051,3913.428726,4165.726104,4461.847687,4952.212975,5587.02565,6209.124508,7243.455987,8474.586829,7292.494447,9040.566251,10399.37275,10817.44287,10970.12328,11319.07976,9955.242127
Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,2234.579866,3039.334623,3049.197616,3475.983305,3941.431136,3639.966576,4809.963115,5574.451876,6614.159147,6636.412416,7076.662423,7291.42764,7265.613656,7928.457365,8499.365762,9033.390413
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,269.8711377,307.4369205,334.8365206,392.524759,440.1684418,488.8281374,522.5783724,596.6901888,690.8824398,698.2183825,709.5819646,836.5098094,778.6694625,805.2596685,847.1503863,751.1705935
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,11039.05651,11021.78636,11843.93902,13689.98999,15109.05497,15835.34667,16671.5672,19375.5696,21928.70067,20675.58259,21107.36443,22845.90489,21926.80837,23838.6144,26012.01531,24077.01082
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,2272.722795,2388.549648,2515.527974,2458.068318,2456.244952,2568.361142,2608.605448,2745.438975,2726.097483,2698.179556,2876.994997,3083.83188,3224.338382,3296.698163,3230.02326,3213.837288
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,491.8427617,479.4034763,476.7386237,547.0752157,623.7804239,722.3238956,977.1235632,1048.160922,1222.925452,1079.233108,1241.428756,1435.635415,1411.35283,1477.361539,1371.58435,1193.400596
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,3929.075495,3856.625227,4018.948897,4793.718179,5388.065784,5282.906022,5695.969327,6574.654338,8030.063005,7318.12641,8000.376432,9197.026972,9291.227619,9637.00265,10153.93822,9260.447303
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,7157.8145,7544.568648,7593.137793,7075.369643,7484.486542,8277.671251,9068.294387,9642.680605,10016.5713,8002.972106,9271.398233,10203.42085,10241.72792,10725.18332,10922.37605,9605.952351
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,2171.950238,2248.429632,2265.88098,2295.889629,2253.092807,2358.27984,2406.182575,2458.610843,2541.408928,2721.870047,2885.44589,3009.198232,3131.386282,2994.678833,2971.456884,2906.377221
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,354.0037982,407.7348445,458.6778168,548.2913146,720.9459511,831.2081782,950.6404087,1230.444564,1695.985075,1525.526119,1958.13372,2363.593725,2446.725316,2668.683009,2674.116332,2179.233625
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,82367.99128,82273.63617,88576.50619,108259.4931,122691.6374,124193.6056,134044.7012,169961.3839,185721.7942,154762.1994,150585.4489,168785.9408,157515.8991,177593.3519,189170.8957,165937.8653
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,474.2168965,524.0553079,571.5926395,646.1932563,797.9786853,998.8313648,1334.211681,1632.726952,2136.563214,1714.360545,2643.292914,3757.558633,4351.88692,4366.075901,4158.525715,3918.579174
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,1627.072633,1909.598702,2106.635068,2789.159065,3380.165121,3674.617924,4425.678873,5976.391922,7367.751909,6727.10552,6682.281158,7318.74469,6586.721279,7186.431924,7378.345289,6514.272695
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,1334.943051,1339.293577,1416.488158,1725.458038,1952.90183,2018.025743,2196.01219,2499.259938,2890.360083,2866.924199,2839.925168,3046.949136,2912.658275,3121.681176,3171.699192,2875.257985
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,313.5680341,291.467739,299.6830541,323.5225887,381.1565927,415.348291,434.0340288,480.9335201,564.4794877,519.7604047,471.1816926,594.5864667,657.6453378,664.0782118,673.9699555,589.8590281
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,190.6062319,137.1683267,142.0822652,217.3904189,217.5942826,244.8823499,294.1631813,406.7286892,638.1490599,734.4460067,979.05163,1176.242453,1165.794329,1162.33144,1251.820765,1133.002816
Namibia,NAM,GDP per capita (current US$),NY.GDP.PCAP.CD,2136.440243,1906.292604,1769.17591,2560.774036,3396.911932,3674.002201,3974.522425,4356.244512,4153.247938,4265.258745,5324.61704,5753.987148,5930.548473,5694.082634,5624.135341,5032.889762
Nauru,NRU,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,2076.728147,3972.431102,4456.606593,4921.119111,7226.814649,10101.50479,10039.27221,9871.731985,8013.357608
Nepal,NPL,GDP per capita (current US$),NY.GDP.PCAP.CD,229.4902871,246.725629,244.7208237,252.4024323,286.1575938,315.80563,346.9452514,391.3801314,470.4555473,478.1731816,592.4010975,699.4293377,698.4664794,715.923743,743.4133813,792.5528906
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,26149.41108,26873.27593,29204.03983,35672.2066,40362.39478,41979.05585,44863.35063,51733.44213,57644.47997,52514.02712,50950.03434,54159.34661,50073.00566,52184.06185,52830.17423,45175.23189
New Caledonia,NCL,GDP per capita (current US$),NY.GDP.PCAP.CD,12579.59511,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,NZL,GDP per capita (current US$),NY.GDP.PCAP.CD,13641.10272,13882.85683,16874.18749,21913.70817,25420.23488,27751.06547,26671.32942,32510.0827,31287.94365,28201.23228,33692.01083,38426.55081,39970.44004,42949.14223,44533.78309,38559.54704
Nicaragua,NIC,GDP per capita (current US$),NY.GDP.PCAP.CD,1007.501429,1034.551588,1000.935948,1005.732473,1080.268112,1162.290113,1226.691845,1327.959699,1499.267786,1444.381084,1503.870423,1655.816933,1760.461485,1811.632521,1934.056966,2049.84969
Niger,NER,GDP per capita (current US$),NY.GDP.PCAP.CD,158.7049748,165.5405619,178.0545148,215.9566573,232.5855765,249.9279298,257.8291528,292.2197341,352.7199749,339.1436177,347.3430407,374.4828645,390.1199097,414.3886131,427.737226,360.8533841
Nigeria,NGA,GDP per capita (current US$),NY.GDP.PCAP.CD,567.930736,590.381815,741.7475112,795.3862467,1007.874328,1268.383443,1656.424759,1883.461311,2242.871886,1891.33537,2292.445156,2520.404166,2746.991789,2998.072843,3222.693537,2730.430324
North Macedonia,MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,1854.145956,1815.920091,1961.203736,2408.80011,2762.560358,3037.75311,3325.635809,4036.20277,4793.443669,4544.008835,4542.899717,5063.786986,4698.141294,5210.67583,5468.480869,4840.273123
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,21978.77439,21381.60733,21136.84799,18764.812,17715.90136,16986.90668,17189.93135,14669.7913,14804.24673,13571.05828,13827.7697,14274.24065,15278.90787,16690.5701
Norway,NOR,GDP per capita (current US$),NY.GDP.PCAP.CD,38131.46061,38542.7151,43084.47247,50134.89077,57603.83602,66810.47852,74148.32008,85139.96045,96944.09561,79977.69708,87693.79007,100600.5624,101524.1419,102913.4508,97019.18275,74355.51586
Oman,OMN,GDP per capita (current US$),NY.GDP.PCAP.CD,8601.25417,8475.964136,8626.984097,9066.347498,10126.1161,12377.06807,14420.51706,15838.46561,22139.64041,16823.77165,19281.16563,20896.74698,21923.54802,20926.55405,20131.9813,16150.88726
Pakistan,PAK,GDP per capita (current US$),NY.GDP.PCAP.CD,519.5343268,495.3454616,483.4969271,543.7518258,625.3978597,683.0902351,836.8605211,908.0950906,990.8465996,957.9956808,987.409723,1164.976129,1198.109001,1208.90431,1251.164104,1356.667756
Palau,PLW,GDP per capita (current US$),NY.GDP.PCAP.CD,7647.929861,8085.066543,8302.011509,7762.224242,8299.496653,9325.554825,9673.945752,10159.21808,10587.27545,10028.40033,10219.9276,10884.41251,11967.30726,12688.19721,13794.79178,15871.84263
Panama,PAN,GDP per capita (current US$),NY.GDP.PCAP.CD,4060.324493,4046.419981,4126.241558,4267.303325,4592.152614,4916.914994,5348.895292,6166.180721,7154.274496,7576.140467,8082.028459,9358.251475,10722.28363,11889.12763,12796.07004,13630.30797
Papua New Guinea,PNG,GDP per capita (current US$),NY.GDP.PCAP.CD,602.1869023,515.6846078,491.8343081,568.2464399,618.0368977,749.1863962,1256.978892,1401.94718,1672.950783,1626.312402,1949.352517,2406.909678,2790.67667,2729.891904,2920.783721,2679.345589
Paraguay,PRY,GDP per capita (current US$),NY.GDP.PCAP.CD,1663.605252,1565.053712,1300.851426,1365.416418,1679.497171,1843.633791,2271.090038,2976.825503,4041.583876,3624.571058,4355.934939,5322.96376,5183.082877,5926.832863,6102.943233,5406.703857
Peru,PER,GDP per capita (current US$),NY.GDP.PCAP.CD,1955.588006,1941.475632,2021.23974,2145.643183,2417.035501,2729.498682,3154.331237,3606.070435,4220.616969,4196.312793,5082.354757,5869.32308,6528.972218,6756.752769,6672.880255,6229.101696
Philippines,PHL,GDP per capita (current US$),NY.GDP.PCAP.CD,1038.90854,957.1899393,999.9059505,1010.309637,1078.628944,1193.977291,1390.517223,1670.590155,1916.296708,1821.523941,2124.05677,2345.327754,2572.629425,2749.386636,2831.316667,2867.15199
Poland,POL,GDP per capita (current US$),NY.GDP.PCAP.CD,4492.727604,4981.198619,5196.932921,5693.377763,6681.178818,8021.003655,9038.730847,11255.4367,14001.44688,11527.59323,12599.53358,13893.50926,13145.53926,13781.06261,14347.91458,12572.30788
Portugal,PRT,GDP per capita (current US$),NY.GDP.PCAP.CD,11497.75346,11724.6115,12875.32079,15762.97579,18031.00042,18773.12536,19822.84603,22782.09462,24847.54514,23059.79745,22498.69086,23186.91313,20564.88986,21647.04181,22074.30076,19242.36647
Puerto Rico,PRI,GDP per capita (current US$),NY.GDP.PCAP.CD,16192.12697,18123.1987,18731.45939,19557.12025,20988.99233,21959.3227,22935.94116,23664.88235,24898.33459,25768.72589,26435.74879,27278.88305,27944.73389,28513.16574,28981.45733,29764.05389
Qatar,QAT,GDP per capita (current US$),NY.GDP.PCAP.CD,29976.11704,28517.26721,30214.85901,34517.75509,42124.82901,51455.59419,59530.15354,65421.75277,80234.47007,59094.44494,67403.1603,82409.58033,85076.14793,85050.91097,83858.52838,63039.01655
Romania,ROU,GDP per capita (current US$),NY.GDP.PCAP.CD,1659.90764,1825.179805,2119.882673,2679.41191,3494.944517,4617.929016,5757.496429,8360.166321,10435.04398,8548.118672,8209.919456,9104.995622,8535.046876,9555.244217,10026.97358,8977.498544
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,1771.59783,2100.358253,2377.536957,2975.132778,4102.372294,5323.473877,6920.194398,9101.256706,11635.27424,8562.813697,10674.9972,14351.21205,15434.57478,16007.08999,14100.7291,9313.787542
Rwanda,RWA,GDP per capita (current US$),NY.GDP.PCAP.CD,218.6801627,203.4568715,199.0673298,215.7489815,240.6492936,291.9966862,353.2157284,417.9164085,517.0574714,557.1493973,582.6941191,645.7483207,704.1777125,704.9803025,723.2819733,728.0818794
Samoa,WSM,GDP per capita (current US$),NY.GDP.PCAP.CD,1542.066736,1557.01718,1633.035432,1909.122171,2353.548219,2590.417791,2796.570246,3133.654113,3379.082093,3168.176706,3566.362435,3933.459314,4022.19907,4037.509208,3937.758796,4073.665929
San Marino,SMR,GDP per capita (current US$),NY.GDP.PCAP.CD,40124.4599,41731.13757,44490.82803,56034.29267,64869.6626,66795.51231,70457.42838,82771.70365,90435.2703,76686.0213,68496.36068,64890.23886,56068.43455,57302.688,54282.8098,45774.58789
Sao Tome and Principe,STP,GDP per capita (current US$),NY.GDP.PCAP.CD,..,524.6874217,577.6385699,678.6940562,745.3136577,866.5074511,883.0666981,896.8546188,1098.767934,1067.917334,1094.710636,1263.865523,1340.526507,1577.022329,1782.797756,1595.861423
Saudi Arabia,SAU,GDP per capita (current US$),NY.GDP.PCAP.CD,9171.330145,8684.647401,8695.400072,9609.966975,11185.13337,13791.44629,15384.74015,16516.62362,20078.25779,16113.14249,19262.54768,23745.80161,25243.3587,24844.74437,24463.90316,20627.93278
Senegal,SEN,GDP per capita (current US$),NY.GDP.PCAP.CD,604.654066,615.2684717,656.6227077,823.7211451,940.5516918,993.9320411,1040.903994,1222.372918,1411.929332,1317.235687,1278.977754,1371.723353,1330.057448,1375.678754,1394.794743,1218.764246
Serbia,SRB,GDP per capita (current US$),NY.GDP.PCAP.CD,870.1365252,1634.875061,2149.909404,2832.490652,3331.228766,3720.479155,4382.617279,5848.476405,7101.040141,6169.114195,5735.422857,6809.159804,6015.945228,6755.073675,6600.056809,5585.117938
Seychelles,SYC,GDP per capita (current US$),NY.GDP.PCAP.CD,7578.851053,7663.13708,8331.261997,8524.961236,10176.65871,11092.51074,12014.39987,12154.82994,11122.86207,9706.95606,10804.68447,12189.09516,12006.68296,14765.67398,14700.33434,14745.34146
Sierra Leone,SLE,GDP per capita (current US$),NY.GDP.PCAP.CD,138.6986922,229.3755148,252.3962103,266.4471103,266.5695675,292.3493252,323.3891849,360.3721418,408.4807421,391.2010053,401.8350014,448.3375255,566.3786569,716.8353047,714.7007124,588.2284527
Singapore,SGP,GDP per capita (current US$),NY.GDP.PCAP.CD,23852.32703,21700.02005,22159.68886,23730.15245,27608.53737,29961.26328,33769.15416,39432.93835,40007.46926,38927.20688,47236.96023,53890.42873,55546.48854,56967.42579,57562.53079,55646.61875
Sint Maarten (Dutch part),SXM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,GDP per capita (current US$),NY.GDP.PCAP.CD,5413.150621,5717.21709,6533.553213,8712.698793,10671.82186,11685.75482,13159.75944,16085.61152,18677.29271,16531.67051,16727.29133,18338.36223,17460.04681,18236.98079,18670.93017,16309.07324
Slovenia,SVN,GDP per capita (current US$),NY.GDP.PCAP.CD,10201.30354,10479.75943,11777.15551,14849.03695,17233.13856,18098.90873,19672.96549,23787.64669,27483.33695,24694.23056,23509.54339,25095.13263,22643.10025,23496.60231,24214.92207,20881.76677
Solomon Islands,SLB,GDP per capita (current US$),NY.GDP.PCAP.CD,1054.388246,944.6140341,784.6498272,744.3525546,818.0588673,880.8129914,949.3376001,1048.650015,1208.338618,1160.301648,1290.398786,1722.418121,1913.232013,1977.451405,1996.781184,1914.46793
Somalia,SOM,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,297.9554718,295.2665004,293.4552357
South Africa,ZAF,GDP per capita (current US$),NY.GDP.PCAP.CD,3032.427138,2666.47491,2502.277005,3751.282813,4833.627517,5383.656543,5602.011044,6095.622439,5760.805287,5862.79734,7328.615629,8007.412846,7501.469984,6832.456891,6433.187277,5734.633629
South Sudan,SSD,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,1669.492412,1337.882084,1535.708185,1516.403915,1179.739828,1779.469336,1322.820238,1119.651332
